Limestone,Clay,Silica Stone,Iron Oxide,Gypsum,Coal,Carbon Dioxide,Date
1.071897802,0.247574634,0.03834033,0.031083904,0.045586587,0.134844039,0.970260522,1993-05-18
1.106574429,0.094856982,0.053871785,0.050833081,0.042438246,0.14531931,0.957494811,1993-05-19
0.972829817,0.166385424,0.04919969,0.041416656,0.04925915,0.109468569,0.864060744,1993-05-20
1.218962488,0.253132001,0.042041447,0.028819422,0.061166417,0.175331324,1.099378584,1993-05-21
1.064378025,0.221017354,0.037835218,0.03316497,0.05051473,0.14947435,0.959853988,1993-05-22
1.086948968,0.086895893,0.043713722,0.033341042,0.034643141,0.16742185,0.940282103,1993-05-23
0.600938615,0.133016494,0.060862292,0.047039735,0.042723893,0.130319653,0.561782363,1993-05-24
1.08416547,0.267869934,0.047827534,0.027240222,0.040709721,0.139698517,0.987210808,1993-05-25
1.167723103,0.263506942,0.041274412,0.056447595,0.039827896,0.105972611,1.048180077,1993-05-26
1.22527257,0.308891835,0.064392569,0.056493095,0.031064974,0.121876747,1.11245602,1993-05-27
0.871748588,0.189503081,0.043479757,0.040525044,0.050330666,0.178890755,0.803461492,1993-05-28
1.064278136,0.151398993,0.058680442,0.028923132,0.045419832,0.092764858,0.928697519,1993-05-29
1.264449134,0.267657093,0.056360979,0.034773712,0.040260948,0.176197438,1.140235487,1993-05-30
0.616900238,0.283838755,0.053923837,0.041370736,0.050115385,0.060795421,0.605371897,1993-05-31
1.141993239,0.118690652,0.040859187,0.049594187,0.048413073,0.07661371,0.978411174,1993-06-01
0.805389981,0.143988064,0.055603773,0.034588126,0.039179081,0.161588931,0.732763289,1993-06-02
1.040739162,0.312924423,0.045199436,0.049785814,0.038386112,0.085208081,0.956847409,1993-06-03
0.639499292,0.254915822,0.051816286,0.052146388,0.056335265,0.201674266,0.644438827,1993-06-04
0.898062594,0.173244309,0.061950257,0.048512929,0.040369268,0.189114046,0.823329423,1993-06-05
0.468783168,0.220790717,0.053810677,0.031356268,0.045290701,0.097977006,0.473904916,1993-06-06
1.103274367,0.133366428,0.040226906,0.02654953,0.042317305,0.097121278,0.952963052,1993-06-07
1.573421551,0.229340178,0.03899516,0.045917773,0.034885655,0.123808917,1.364280937,1993-06-08
1.683718091,0.202533774,0.065021798,0.042704597,0.046683251,0.11342769,1.445861108,1993-06-09
0.937742308,0.26699918,0.069537471,0.047158321,0.039205801,0.096999501,0.86528366,1993-06-10
0.977894795,0.306590722,0.048189525,0.03575642,0.050298548,0.176998696,0.923117241,1993-06-11
1.277225528,0.256414128,0.035915903,0.032884807,0.048494091,0.116686321,1.133771405,1993-06-12
1.249797214,0.185944867,0.036732469,0.041987228,0.032156167,0.194038955,1.105516609,1993-06-13
1.009166042,0.18817905,0.031684325,0.049297367,0.053685353,0.121008816,0.901455016,1993-06-14
0.410801519,0.19587659,0.056406933,0.02401559,0.039999813,0.123403999,0.424127226,1993-06-15
0.875813361,0.216657372,0.035050229,0.033959719,0.048748514,0.13726337,0.804876421,1993-06-16
0.648441512,0.290725572,0.029983765,0.046256965,0.034536401,0.16555997,0.650160588,1993-06-17
1.467021076,0.155120369,0.036292859,0.054512114,0.047580844,0.232478186,1.28048719,1993-06-18
0.881487381,0.26720623,0.075171327,0.041568949,0.043230161,0.184849477,0.838318713,1993-06-19
1.347145615,0.259295377,0.058838275,0.023177849,0.035728063,0.152467203,1.197772964,1993-06-20
1.119617258,0.220151036,0.066802057,0.048746809,0.063499904,0.125638885,1.004771771,1993-06-21
0.811980893,0.166515279,0.05704766,0.045307879,0.037912122,0.147812137,0.743128491,1993-06-22
1.300587158,0.362484131,0.065882894,0.057052428,0.031198145,0.145772882,1.193782889,1993-06-23
1.443491802,0.233663555,0.055295008,0.039535978,0.025237972,0.17005856,1.270911116,1993-06-24
1.205763561,0.266059501,0.040254341,0.0589864,0.050406825,0.145530762,1.088499608,1993-06-25
0.832063597,0.23237131,0.050420828,0.046521081,0.04452342,0.14228941,0.777966685,1993-06-26
1.901909036,0.092585964,0.025253733,0.033764572,0.046258838,0.179341539,1.59569904,1993-06-27
1.201341385,0.193413279,0.077015397,0.034394179,0.039807433,0.111558189,1.056530431,1993-06-28
0.970371134,0.220733187,0.054750996,0.051544679,0.039487715,0.177008406,0.892496884,1993-06-29
1.419710266,0.294748172,0.062544896,0.037957508,0.027111522,0.161578335,1.269269724,1993-06-30
0.665430831,0.18020524,0.050658188,0.041067866,0.054524359,0.169427154,0.634916709,1993-07-01
0.931321507,0.284244782,0.062434457,0.043843715,0.053038041,0.143342353,0.874930732,1993-07-02
0.772339966,0.247618927,0.062350157,0.039083236,0.040563308,0.173948348,0.74114699,1993-07-03
0.938651509,0.220677158,0.037089704,0.052314067,0.041849822,0.228109412,0.875871596,1993-07-04
1.02986171,0.345514293,0.07975281,0.039004755,0.03249528,0.120890308,0.966847002,1993-07-05
1.12700074,0.220083853,0.035407152,0.041367262,0.041860356,0.135897595,1.006668744,1993-07-06
1.284264878,0.295963965,0.046979388,0.048709108,0.042078827,0.134804201,1.156938665,1993-07-07
1.600753472,0.209559405,0.052826404,0.032025838,0.03993853,0.081693935,1.372288464,1993-07-08
0.924643858,0.242745259,0.056206324,0.024835371,0.049064587,0.234565699,0.872462433,1993-07-09
0.578327239,0.282270409,0.047066378,0.034431384,0.052460248,0.092838285,0.579306372,1993-07-10
0.866777353,0.206632045,0.051121437,0.034970927,0.026851625,0.22598547,0.811902989,1993-07-11
0.40664739,0.218197545,0.041487725,0.050433648,0.044108907,0.159790831,0.436338369,1993-07-12
1.109352262,0.286072381,0.065397404,0.019801623,0.030066449,0.179381483,1.020706368,1993-07-13
1.272976266,0.243782095,0.051945956,0.038941321,0.037467536,0.026061377,1.109563398,1993-07-14
0.272042154,0.159110179,0.031075866,0.041374315,0.026526433,0.142336047,0.303731647,1993-07-15
0.442805629,0.161131485,0.032313964,0.053479804,0.046508783,0.16366239,0.448546682,1993-07-16
0.998690151,0.208853978,0.041733398,0.038845027,0.03712186,0.063395963,0.886057535,1993-07-17
0.778880999,0.103364309,0.060119367,0.036807191,0.044462407,0.118332981,0.691919584,1993-07-18
1.095519022,0.10418501,0.086218292,0.034856453,0.023537187,0.132186026,0.948569119,1993-07-19
0.718839144,0.237917268,0.062043186,0.042932115,0.046282247,0.153187516,0.692209754,1993-07-20
0.868460478,0.225182273,0.059819106,0.029385796,0.047591183,0.186796843,0.813362042,1993-07-21
1.19387822,0.186800241,0.070096413,0.053340489,0.052456976,0.161526467,1.06103733,1993-07-22
0.983271422,0.304979729,0.058934527,0.037080765,0.059269652,0.175221691,0.928683889,1993-07-23
0.720034716,0.333677157,0.066283182,0.039085449,0.04669199,0.11037583,0.713412148,1993-07-24
1.131123271,0.194101674,0.062313072,0.057592018,0.042316948,0.127282772,1.004807877,1993-07-25
1.085753011,0.259185557,0.034537494,0.04715082,0.036724946,0.148383751,0.987876152,1993-07-26
0.75594077,0.120732742,0.03300945,0.051575092,0.037923985,0.15392241,0.684007773,1993-07-27
0.638929288,0.188957627,0.066566986,0.034931145,0.051490564,0.090238055,0.601177199,1993-07-28
0.849692302,0.197638414,0.055867213,0.046880005,0.049169355,0.094572178,0.773151459,1993-07-29
1.304901074,0.235544537,0.052731965,0.039360069,0.054632782,0.048055656,1.138867834,1993-07-30
0.64085964,0.240396446,0.051006444,0.035088271,0.035243987,0.175237844,0.631988084,1993-07-31
1.505078182,0.182893765,0.058142259,0.049735947,0.061851897,0.158329401,1.307569566,1993-08-01
0.918988838,0.214825492,0.04177191,0.025371543,0.054617702,0.048819431,0.82157872,1993-08-02
0.967890639,0.32902375,0.050391269,0.047278106,0.031863606,0.094025765,0.904778087,1993-08-03
1.808594992,0.268278022,0.051678891,0.038040337,0.049028218,0.115852741,1.564404693,1993-08-04
0.998790388,0.227852818,0.051491201,0.04964052,0.035698787,0.107172438,0.902505695,1993-08-05
0.720760617,0.220855803,0.042097374,0.037306986,0.031885639,0.1439439,0.682783014,1993-08-06
1.208314024,0.317748525,0.031822231,0.053659119,0.033651628,0.099423877,1.09377385,1993-08-07
1.290423079,0.2288089,0.061025915,0.040199058,0.047819376,0.111455089,1.138176586,1993-08-08
0.7654103,0.238740348,0.037121811,0.027025776,0.033185222,0.245591336,0.742801892,1993-08-09
1.140619619,0.21313618,0.043326181,0.051953705,0.049067708,0.193206237,1.029512556,1993-08-10
1.085083247,0.286119014,0.070961907,0.032059417,0.043011689,0.261560556,1.020817714,1993-08-11
0.975307631,0.247582514,0.061851793,0.037392675,0.041545599,0.101021671,0.8888042,1993-08-12
0.880796535,0.309096584,0.054192016,0.06235545,0.050708575,0.181337281,0.850359264,1993-08-13
1.372975799,0.198839767,0.064005078,0.03363665,0.037821341,0.203784744,1.212335825,1993-08-14
0.909242802,0.210155942,0.023846011,0.042785774,0.052147756,0.164926986,0.835304376,1993-08-15
1.227067952,0.17349934,0.0375115,0.030788914,0.036362156,0.077885814,1.059747584,1993-08-16
1.103778689,0.180017712,0.044242792,0.03686663,0.031474848,0.139495063,0.976185705,1993-08-17
1.088220024,0.466170353,0.057627507,0.033906681,0.048005636,0.17397175,1.059175458,1993-08-18
0.975006079,0.330206718,0.036457572,0.0419088,0.056188765,0.118471382,0.916216669,1993-08-19
1.129039602,0.143029971,0.071704539,0.026377872,0.031384858,0.215794879,1.002246376,1993-08-20
1.353600075,0.19576247,0.034974902,0.038553499,0.044078614,0.167004761,1.186770455,1993-08-21
1.20149841,0.151284294,0.043713218,0.035410333,0.052099631,0.06743406,1.033193146,1993-08-22
1.021982236,0.229075063,0.063448142,0.055686908,0.05060384,0.096367111,0.922555619,1993-08-23
1.170218113,0.201098853,0.030768877,0.042635871,0.04322501,0.160532548,1.040273631,1993-08-24
0.814604881,0.290257606,0.073693044,0.053598273,0.041074637,0.092817944,0.774161371,1993-08-25
1.40365258,0.284442861,0.053344441,0.036866978,0.030551171,0.129551902,1.246241561,1993-08-26
1.011705471,0.284070193,0.082036201,0.057176115,0.048451941,0.167508119,0.946853484,1993-08-27
1.31893029,0.160504826,0.034457599,0.028420573,0.026205598,0.251145244,1.162433105,1993-08-28
1.527107617,0.231831645,0.044367444,0.040613467,0.036954767,0.114704474,1.32637005,1993-08-29
0.624441613,0.166242388,0.057626055,0.04503689,0.035015098,0.159143996,0.59502261,1993-08-30
1.128456476,0.294179619,0.053406854,0.045620644,0.033228973,0.203866053,1.045017924,1993-08-31
1.352273866,0.302109879,0.076031727,0.050766416,0.041448044,0.127089699,1.214694615,1993-09-01
1.642925197,0.20793367,0.055102109,0.046772833,0.032764622,0.12121482,1.414427179,1993-09-02
1.461847265,0.23301844,0.058005381,0.058683454,0.054338395,0.117093877,1.279904843,1993-09-03
1.466304995,0.150323768,0.053029299,0.058625663,0.046616852,0.068027476,1.247573803,1993-09-04
0.995854363,0.271993647,0.045410411,0.03758016,0.042750593,0.245597665,0.939975234,1993-09-05
1.737180447,0.194897319,0.029023562,0.033566022,0.050889826,0.093093188,1.478180132,1993-09-06
0.675290258,0.232770131,0.060041583,0.043624144,0.05342807,0.079866359,0.641745897,1993-09-07
0.842135617,0.203039393,0.051583044,0.04398817,0.039209251,0.115823208,0.771262999,1993-09-08
0.726874327,0.278267982,0.04580708,0.023832314,0.042591855,0.185054613,0.713213904,1993-09-09
1.001072839,0.219405557,0.033512866,0.033382853,0.04115803,0.059986535,0.889482621,1993-09-10
0.854811469,0.177664519,0.057700175,0.052901236,0.031383508,0.108609027,0.773068828,1993-09-11
1.123815876,0.199663248,0.06223507,0.054015643,0.036424541,0.118084089,0.997836019,1993-09-12
1.557497447,0.309917249,0.021948009,0.03475001,0.036181065,0.120321717,1.372325384,1993-09-13
0.373418435,0.220634297,0.036571163,0.049355581,0.05614984,0.18113145,0.415358985,1993-09-14
1.19983841,0.203135823,0.053133661,0.036575039,0.04278542,0.168762964,1.067813479,1993-09-15
0.886559038,0.192797063,0.053706132,0.030340207,0.036381244,0.183973804,0.815923869,1993-09-16
0.82935347,0.208358439,0.060653517,0.059552526,0.043892007,0.178121207,0.778024354,1993-09-17
0.743339551,0.201245748,0.084213498,0.036657421,0.036757572,0.145081477,0.699824509,1993-09-18
1.002414618,0.326715874,0.054831893,0.033073262,0.046543682,0.135104121,0.940412164,1993-09-19
1.02559251,0.075266504,0.049234336,0.05243407,0.052593086,0.188547271,0.896189563,1993-09-20
0.969453911,0.128376282,0.042030916,0.03695425,0.047593304,0.223167824,0.871367425,1993-09-21
1.083577225,0.120592082,0.057609147,0.037173837,0.035550406,0.201318435,0.956336431,1993-09-22
1.328362944,0.168348994,0.060042137,0.052125702,0.056118716,0.161864648,1.162396639,1993-09-23
1.043423813,0.194138685,0.053156521,0.034415574,0.03043453,0.10061347,0.924904012,1993-09-24
1.353583213,0.137596816,0.060058221,0.051596548,0.026049076,0.119474302,1.16181086,1993-09-25
1.002785877,0.332591103,0.054497084,0.034488058,0.048354174,0.041205928,0.92398115,1993-09-26
1.02912088,0.145958366,0.047290728,0.048991129,0.049943685,0.136740352,0.909054839,1993-09-27
1.247549384,0.346866691,0.048447583,0.046761834,0.036943079,0.17694291,1.150703346,1993-09-28
0.568884545,0.274131606,0.058348071,0.044259127,0.022881983,0.147670389,0.579430114,1993-09-29
1.598390826,0.237191519,0.064402405,0.039535483,0.048623226,0.130355001,1.391197228,1993-09-30
1.075276781,0.242936092,0.044960539,0.02387857,0.045254785,0.159531001,0.976417842,1993-10-01
0.644002117,0.090172072,0.064476667,0.055814793,0.052084561,0.127527431,0.584996403,1993-10-02
1.478898882,0.069472666,0.040971783,0.040332711,0.042988913,0.170567785,1.250503803,1993-10-03
1.075955558,0.106632159,0.034515704,0.054106622,0.047418628,0.157395893,0.937837368,1993-10-04
0.865142518,0.22385338,0.021348868,0.036165203,0.044127692,0.062473532,0.781928912,1993-10-05
1.413157542,0.218284541,0.028867664,0.06274161,0.026269158,0.067942614,1.221387762,1993-10-06
1.125653776,0.169905747,0.050261459,0.047626788,0.018806979,0.135625224,0.990289312,1993-10-07
0.97615313,0.249022987,0.04325236,0.033614286,0.036924682,0.111729149,0.889354362,1993-10-08
0.776696286,0.190183354,0.049627547,0.055575485,0.044848614,0.14366507,0.722150214,1993-10-09
1.126065075,0.210974766,0.040344585,0.053682363,0.050222706,0.164774109,1.011524277,1993-10-10
1.132241163,0.054938678,0.062623758,0.051082299,0.038930022,0.151011062,0.967740354,1993-10-11
1.007457213,0.228110029,0.019043988,0.041831623,0.05227203,0.117461185,0.909205781,1993-10-12
0.877177033,0.265000362,0.047667601,0.05838827,0.036297718,0.11154693,0.81778648,1993-10-13
0.526378452,0.288245225,0.038146987,0.053661654,0.041337377,0.170961117,0.555083154,1993-10-14
1.055584504,0.231576438,0.056937096,0.037512302,0.047064424,0.132619856,0.954615888,1993-10-15
1.430809889,0.183211085,0.05100737,0.052421604,0.054851405,0.155073243,1.246453923,1993-10-16
1.198886102,0.22588512,0.025318446,0.053457842,0.045104116,0.106335575,1.060529573,1993-10-17
1.154737278,0.282843121,0.04247894,0.046089914,0.04651922,0.035672833,1.029286133,1993-10-18
0.873145925,0.198762082,0.070276862,0.037383768,0.038322251,0.110903306,0.794924314,1993-10-19
1.241791782,0.170138561,0.065269646,0.028100446,0.049998706,0.199319889,1.098675851,1993-10-20
1.25159447,0.123756717,0.051543625,0.05620391,0.046802722,0.247061911,1.103269999,1993-10-21
1.315634704,0.206206567,0.058758058,0.044925989,0.048214272,0.19240044,1.168039653,1993-10-22
1.614304152,0.193805883,0.065345595,0.048074738,0.046790143,0.156084099,1.396822954,1993-10-23
0.721170277,0.08104033,0.043909666,0.048280209,0.046181282,0.163605989,0.647806634,1993-10-24
0.300310241,0.365636017,0.045226811,0.035640924,0.032978341,0.156417641,0.392607134,1993-10-25
1.299723476,0.393641068,0.056001503,0.049648339,0.029953979,0.097389007,1.190909284,1993-10-26
1.224563192,0.257079931,0.066362018,0.037896016,0.052919423,0.194196233,1.111331525,1993-10-27
1.421877717,0.182521172,0.03803709,0.048339553,0.057374607,0.103286668,1.227290983,1993-10-28
1.264601747,0.369950695,0.063704283,0.046539153,0.062610961,0.17814207,1.17558046,1993-10-29
0.868500505,0.248919809,0.053968812,0.047242564,0.046526828,0.108878911,0.806025949,1993-10-30
0.716651834,0.217824729,0.042235631,0.043382794,0.038228505,0.119885652,0.67503071,1993-10-31
1.139398924,0.189998194,0.045750101,0.041930456,0.032083271,0.087754551,0.99804589,1993-11-01
1.069233708,0.129385173,0.041591044,0.043988209,0.030883754,0.201178258,0.946084471,1993-11-02
0.822391347,0.208549084,0.050952021,0.034937857,0.03530184,0.118478929,0.75629276,1993-11-03
1.363620866,0.206360842,0.057923933,0.02575984,0.044600936,0.170549673,1.19974335,1993-11-04
0.681927805,0.246761743,0.056723421,0.046339219,0.047529611,0.137406375,0.662111267,1993-11-05
0.799528407,0.331224745,0.030693189,0.039526713,0.045711863,0.133646189,0.777312564,1993-11-06
0.503573486,0.22264626,0.042930503,0.036642076,0.042695241,0.133777882,0.508635025,1993-11-07
1.011695825,0.217204713,0.063917478,0.048549665,0.047139842,0.15903844,0.922286461,1993-11-08
0.61736749,0.144277836,0.03090016,0.021988054,0.047776063,0.163157524,0.579875276,1993-11-09
0.587262827,0.163175815,0.042853112,0.040720891,0.041873955,0.153374732,0.561982748,1993-11-10
1.004746403,0.224484964,0.058205877,0.037478366,0.032660953,0.139397838,0.911856698,1993-11-11
1.463749194,0.230720229,0.05860048,0.044747059,0.034227134,0.174734023,1.288919696,1993-11-12
0.912702532,0.160476939,0.040191689,0.038061909,0.046950993,0.218267571,0.834479081,1993-11-13
1.121159818,0.306676908,0.041160533,0.032836198,0.041403196,0.144867908,1.029444501,1993-11-14
0.698836393,0.210987476,0.066258622,0.049577082,0.050365507,0.170970033,0.673179484,1993-11-15
1.462797911,0.149081292,0.047329501,0.024297654,0.039771811,0.220032232,1.27010906,1993-11-16
0.923862931,0.131619153,0.033206049,0.038865134,0.041235073,0.162581437,0.822423004,1993-11-17
1.514870559,0.325578546,0.063540771,0.049108559,0.042461118,0.076508137,1.340382683,1993-11-18
0.876543982,0.198365473,0.034662743,0.054938194,0.064165294,0.16422541,0.808966532,1993-11-19
1.000162388,0.293702081,0.027815048,0.050403446,0.028190576,0.190573971,0.936996236,1993-11-20
0.906617353,0.21873859,0.047086801,0.049120588,0.053045829,0.119286801,0.829698141,1993-11-21
0.868955185,0.255756993,0.056297349,0.053498099,0.041130004,0.198164464,0.826616684,1993-11-22
1.379624225,0.172983036,0.063149489,0.041407861,0.056802885,0.071416013,1.186013517,1993-11-23
1.049451098,0.285632942,0.059629979,0.037747654,0.033779368,0.121806765,0.962727814,1993-11-24
1.210848844,0.34450811,0.035545404,0.028979287,0.045225315,0.235231854,1.13005288,1993-11-25
1.359998824,0.182836007,0.053675355,0.045044384,0.040508279,0.064099497,1.169592563,1993-11-26
1.210038279,0.30305615,0.015464668,0.059510997,0.03386887,0.131564999,1.096144921,1993-11-27
1.694752575,0.272048755,0.060829128,0.044596019,0.052065556,0.099726683,1.473111093,1993-11-28
0.827050233,0.218110144,0.0480255,0.037372903,0.04422353,0.113730236,0.76278147,1993-11-29
0.952655058,0.213290014,0.065854687,0.028049893,0.028601916,0.185226714,0.875407043,1993-11-30
1.09840291,0.09307283,0.070572324,0.041154475,0.040554296,0.200741645,0.962020616,1993-12-01
1.182884796,0.180633922,0.081289808,0.050210252,0.046448304,0.210512224,1.060395295,1993-12-02
1.00936159,0.289769682,0.046488387,0.049061577,0.039176647,0.112047787,0.930302395,1993-12-03
1.420159188,0.105652119,0.04483117,0.031998325,0.056034929,0.221403348,1.225390098,1993-12-04
1.254863594,0.170483633,0.021385774,0.036481231,0.046455266,0.160710086,1.097610209,1993-12-05
1.059378826,0.321916511,0.06837519,0.040677055,0.032628391,0.16048716,0.99034351,1993-12-06
1.349351572,0.13370623,0.050619588,0.040761431,0.039553819,0.217223648,1.17613134,1993-12-07
1.394062455,0.190541075,0.054465106,0.039660379,0.057692978,0.190315352,1.225657203,1993-12-08
0.935594094,0.235372458,0.055779713,0.044977102,0.032772891,0.180407152,0.868521414,1993-12-09
1.171601053,0.244760504,0.061452512,0.044482194,0.047792549,0.120212712,1.050124261,1993-12-10
0.922682187,0.285295568,0.042774126,0.033777035,0.049946015,0.160634234,0.868510985,1993-12-11
0.79085969,0.258433055,0.038146063,0.042805459,0.042062213,0.176361335,0.757791309,1993-12-12
1.16367782,0.129531924,0.038633407,0.046649741,0.035852228,0.217533016,1.025421974,1993-12-13
1.085268242,0.341609027,0.051582643,0.04582976,0.037545477,0.172146654,1.01862242,1993-12-14
0.897876124,0.203095702,0.051852817,0.028429121,0.0247988,0.15135571,0.820008826,1993-12-15
1.137391041,0.13282917,0.043817178,0.029476614,0.041746903,0.205330619,1.002331777,1993-12-16
0.905027692,0.250686811,0.060917905,0.048421088,0.033501121,0.155789961,0.844670201,1993-12-17
1.349927007,0.280865984,0.038930122,0.051616916,0.035586038,0.155600705,1.20793485,1993-12-18
0.970892056,0.247979712,0.074518894,0.053524646,0.051270185,0.131790193,0.895396969,1993-12-19
0.674417468,0.237636079,0.046733212,0.047790371,0.040385711,0.183206189,0.660956965,1993-12-20
0.812459181,0.289187587,0.052911699,0.037112457,0.044299476,0.082917187,0.766739421,1993-12-21
0.989288614,0.117196994,0.049920403,0.042275237,0.042514112,0.183826533,0.876826272,1993-12-22
0.679706269,0.241941873,0.069597881,0.045262392,0.053694698,0.124577084,0.658118491,1993-12-23
1.025190812,0.29671325,0.063755819,0.033431478,0.042654768,0.164563536,0.956063538,1993-12-24
0.984793495,0.216463261,0.047604355,0.052233163,0.05800386,0.081995691,0.88495705,1993-12-25
1.378029574,0.337152905,0.032072283,0.046293809,0.0391581,0.104833911,1.236288732,1993-12-26
1.224302072,0.256521117,0.067408218,0.038317441,0.04157965,0.256344207,1.122397365,1993-12-27
0.839866958,0.252148706,0.036911671,0.030252058,0.053209941,0.171903461,0.793956238,1993-12-28
1.421251143,0.167670519,0.03416851,0.040292358,0.067106363,0.166580593,1.234774911,1993-12-29
1.153989325,0.180617071,0.065560511,0.038491564,0.038237627,0.179921367,1.027589825,1993-12-30
0.910573903,0.237999379,0.023001141,0.029213668,0.044391288,0.16018963,0.841557472,1993-12-31
0.868084759,0.413651102,0.029313818,0.057283636,0.04777842,0.114198146,0.854840354,1994-01-01
1.582478606,0.274311755,0.037810437,0.043667304,0.044745812,0.152147258,1.391328219,1994-01-02
1.269453416,0.236045102,0.062369498,0.047677289,0.044916868,0.127734683,1.127419566,1994-01-03
1.023111721,0.14223552,0.043539211,0.048130581,0.043638247,0.195622594,0.913815356,1994-01-04
1.396462783,0.297325492,0.05273834,0.037900056,0.028750739,0.143958908,1.247098569,1994-01-05
0.679299235,0.220690352,0.050814193,0.044727955,0.057716372,0.149181396,0.654808625,1994-01-06
0.664735556,0.236562629,0.050022351,0.040652137,0.047243652,0.149307404,0.646410528,1994-01-07
0.994134155,0.27763102,0.043605884,0.059101154,0.046531713,0.215221714,0.936564848,1994-01-08
1.136238873,0.231626464,0.059259322,0.042037904,0.043578701,0.11503959,1.015974548,1994-01-09
1.266564807,0.268053061,0.038826316,0.047727149,0.040165932,0.171751454,1.140689994,1994-01-10
1.407740743,0.148253524,0.035470402,0.043481663,0.03525787,0.206721469,1.223433939,1994-01-11
1.168776742,0.240525619,0.057335248,0.045625926,0.060959942,0.163464999,1.056264191,1994-01-12
