Acid(ml),CaCO3(g),CO2
90.7715789,127.5744449,98.4000435
111.8477685,80.1621841,87.81632228
115.5488857,106.2904375,104.2520038
119.2471819,104.3539053,114.8744533
121.287297,107.2331946,105.0011121
95.22626972,106.8920079,99.29076455
96.29497198,94.71655528,90.49871535
111.8407292,102.8155636,101.2925551
137.3836448,109.7666645,125.8499394
98.85690184,103.9545809,103.029081
113.689522,105.0370074,99.18008803
110.4659189,76.10980478,97.8135234
107.7022419,94.20787989,92.77537284
92.72167779,81.21344408,92.0421008
120.3862275,104.7533126,98.0190796
100.1661254,90.50059968,79.11746945
120.8466023,82.12227035,95.90594002
115.5159195,104.8601547,103.0764277
114.4271373,104.417085,117.0566921
88.07537006,93.54426914,71.23075866
99.62482252,78.91537189,83.43813021
97.87558971,121.7584442,115.3889774
95.80904313,106.1190797,109.0268104
105.3120217,93.79351085,100.8303298
98.03102187,103.6626685,82.61207652
77.86654056,87.03286081,88.82303197
102.5412179,70.63488813,59.06959903
85.21145869,113.4085382,111.2156948
103.039588,89.59256295,103.0541627
103.0791021,98.14199549,93.21983113
106.6742196,76.43850763,93.41170626
113.2834277,106.304871,110.9791336
105.0998223,85.06708155,98.41437669
88.21645588,78.97508474,73.09478769
125.6417146,89.36103876,95.48846314
112.1391829,117.4647119,108.2391723
101.9698018,99.99125463,85.42464132
112.7315078,118.0260659,112.8958864
105.1869868,114.3159133,100.0930589
122.7864866,113.7130142,109.0964621
98.63742143,84.63722641,83.74670008
101.133454,122.6280418,109.5510566
106.4613401,100.1058261,104.2925373
98.02180267,96.2181738,100.2815894
103.9571225,81.06825811,97.34067606
120.078883,112.9513633,113.8727927
105.4273127,102.4286692,92.42773188
90.48204861,129.5422288,122.4239014
114.1327238,92.57907251,103.5086186
102.3753769,94.06379297,88.17807024
84.75193503,95.28978245,95.9748123
113.0149522,88.89836182,104.4236629
107.7483428,103.9580121,97.03290544
102.9796151,110.7060618,105.9362184
99.15188298,93.6543851,95.90500149
93.24315039,132.2326734,115.5702764
105.2778881,92.87714925,75.69868394
105.1945768,112.4772088,109.6400328
111.5355464,105.7808351,104.2356564
106.4141771,89.75515732,83.3987201
102.9210591,93.71409995,96.7232021
84.57659029,108.5285825,91.81665
117.4865543,95.97125734,102.67982
114.1834734,98.64521836,97.32900893
115.584385,100.3011558,101.6700545
94.69236216,117.2077884,111.6783407
101.760842,96.1286805,90.68179697
115.8248648,100.4635129,114.1185605
100.8229477,94.73139794,103.2397314
125.5020745,76.78156917,84.50332708
99.84765552,99.34697773,101.23172
121.2722398,108.4840882,110.3972903
113.8704069,101.4843105,101.9933124
107.5804579,93.52126448,105.0373068
86.72426601,93.15776718,95.70852032
107.8138194,92.26814005,89.11143925
103.1027412,101.8605692,98.94938917
122.2981373,108.8263084,113.2071211
100.1564578,94.17970581,89.83160555
110.9633379,98.91057184,99.74498424
106.3774992,114.9325647,123.6470549
101.6661914,90.17120545,98.86099697
98.3560926,113.8508486,102.6026458
103.2291895,101.391382,104.8767434
101.8368818,136.6080602,108.9304261
106.1246992,104.0333856,102.3197926
108.4734089,86.11110281,89.87381199
94.56495645,94.71908495,92.23728687
104.1391369,100.2690475,109.3212079
98.98382462,89.38637671,86.12920982
108.3080169,105.4562494,115.3800618
135.4297958,124.5874948,139.9790708
111.5801801,110.5099906,122.2959735
113.9309498,122.5427526,107.0761446
90.52049463,102.1365997,95.63010571
111.8377183,109.1258966,112.8744525
123.277543,112.1698547,108.0485612
83.8408006,103.5488138,86.61538782
109.2217168,106.7496904,84.56165814
114.5138283,97.56139545,103.3129134
110.8155592,97.59343231,93.50386155
103.3757425,128.6804426,120.5494871
106.1263701,115.6796457,107.0294838
110.5482991,105.262845,101.9188176
99.04560045,94.30724537,105.5529516
91.97662394,87.53521303,100.8491249
97.18943509,94.86113777,84.75852431
93.30184409,98.07664759,94.32544126
105.1291491,108.9137683,100.5420987
120.7860284,126.7535023,115.5695196
93.03255066,116.2662533,106.36564
105.2289766,80.60012116,87.33818522
105.6779511,115.1631478,115.1185511
89.18407313,96.35413269,87.10038335
104.2174986,109.9050307,105.1839519
103.8658086,94.72685344,97.86409412
106.5883806,100.5351528,102.3206742
108.6258842,96.68671997,98.60590731
86.44784221,105.9742121,105.4088035
106.5793547,78.89965525,96.60739068
95.34537445,97.19517968,73.7524061
89.96010839,136.959054,119.2359085
112.358405,100.5123335,101.7861537
109.8091722,103.5409012,102.1129684
91.13000348,111.9419418,96.97744998
115.2348557,83.0169539,69.64012073
108.0832419,109.2207573,103.1500565
97.58202555,79.25324718,78.52280883
107.2008389,84.88040779,91.86203458
114.2844536,101.8276599,100.0849241
115.9161285,124.0445097,129.9188912
95.9724771,90.37349375,77.21337378
102.4629545,112.2321907,108.6011545
113.6382764,105.4325394,98.60053539
109.2882678,113.3932805,103.2361077
99.48828765,103.5913891,93.63291316
113.8377995,107.8772195,99.38255785
84.26597873,116.8047113,102.0168739
113.4112066,107.4191542,127.8468691
104.9165179,92.04139665,96.50677945
108.8380552,123.1655051,104.2051428
105.0913791,79.63251748,75.95949531
111.7162442,81.35742733,93.48531132
105.8027663,93.66222243,77.64157937
98.06036952,98.26409476,75.33839412
112.3674379,106.873362,105.1780984
105.5817253,118.7687738,104.049006
93.29021257,94.11625451,93.72847116
86.98394758,109.6393358,100.7714642
117.7859788,101.1494893,107.2352607
107.5856718,100.8836647,99.78875542
71.87807258,87.50009597,71.51210004
109.3944951,123.8825924,127.7174233
106.0130156,68.94719263,92.41830206
99.52491447,131.38239,120.7015856
93.62774575,107.4392805,105.4440577
88.64947506,92.12645169,82.11523714
87.29665043,81.53679843,68.64358133
124.5400053,98.85773034,104.3592139
108.9326712,103.1357117,97.19780324
85.21725181,102.5513682,84.43357875
110.9697974,113.1629231,109.2450274
92.79394865,93.9146384,97.80929662
114.8976691,111.5596007,122.9837434
115.6738874,85.51879376,87.09287463
107.8937611,83.7277348,87.32489961
117.3080496,96.39121201,106.6932392
105.1495022,97.66837935,103.4008996
106.3181016,98.21553469,84.49044889
102.8417377,94.67417182,90.08281757
99.88834926,107.1331093,112.7088322
93.15008548,88.93522503,96.09162192
123.1961301,97.13238325,108.6373412
111.5560103,105.8236605,94.74158804
102.6476993,98.27353033,97.22082439
93.98345794,111.7898345,111.6372759
110.4657233,88.95815831,84.55830355
97.51198121,102.7109093,88.68400833
115.8674839,114.8469294,120.2939468
98.57090179,110.8757459,105.8187517
80.67709093,99.58751136,81.29007631
97.45397114,110.3874173,115.0413112
104.9016956,99.60201717,99.71581616
108.3110178,106.2676986,97.90952956
120.7333079,107.4557016,115.9529737
92.06930868,103.4095801,98.31668782
103.498023,95.67837496,85.03033574
107.8955429,108.7609456,119.7190001
115.403427,76.73400436,78.64747411
123.9437976,81.13345807,101.2834464
123.1146206,96.90646561,95.0368526
112.9604699,126.3354701,117.5652696
95.76100016,81.12441382,75.5319431
101.9532828,126.3826834,127.0181534
87.47328204,93.38798325,99.75169613
99.05296534,98.46842836,84.127647
100.8640851,116.4296342,127.9433874
106.2463233,111.1024824,111.1153841
114.3689552,92.39934521,90.14906375
118.3360124,97.04207306,95.4386122
99.93373079,103.3441845,106.6605814
106.8134882,112.5403884,96.92981447
126.5606063,102.1569708,106.9196007
84.89938805,92.60428765,93.22134557
120.2725237,114.0992969,100.9214463
126.9510477,122.4187466,128.8394089
106.171226,83.84211274,82.57425545
106.0321997,71.92973417,77.01790836
109.4188902,109.0619644,111.96966
103.2299717,131.6506457,127.2266676
102.8655559,89.47512124,90.33562017
101.9654465,82.10880274,83.83523826
100.5545293,93.60583874,93.69882682
89.44300502,106.2850503,98.63493057
118.3288152,82.74898263,84.46901148
123.3159513,127.8252286,138.5822083
107.2329321,106.6001901,89.51388143
113.9623812,84.40748452,75.73115804
95.94707881,102.9181245,108.1412583
114.9473865,85.97310873,85.44291372
92.75096486,99.18007092,93.49822623
127.0580687,124.5655575,132.0359159
95.11008721,109.2521318,106.2863984
94.31544768,110.1435647,97.84332336
120.0419217,118.1105091,100.4314356
110.8168969,90.43335986,95.36000751
